avg_cl,avg_nitrate,avg_nitrit,avg_ph,avg_turbidity,date,station
295.25,0.16975,0.01525,8.4275,2.75,2017-04-02T00:00:00.000Z,G
257.5,0.2865,0.02725,8.809999999999999,6.35,2012-03-11T00:00:00.000Z,D
237,0.004,0.003,8.93,2.7,2004-10-17T00:00:00.000Z,H
251.25,0.00625,0,8.3975,1.5,2006-10-03T00:00:00.000Z,A
255,0.43574999999999997,0.028,8.8825,5.875,2003-04-06T00:00:00.000Z,D
233.25,0.26649999999999996,0.034,9.105,3,2003-06-22T00:00:00.000Z,D
252.25,0.03925,0.0015,8.205,2.075,2006-12-03T00:00:00.000Z,G
223,0.3525,0.01175,8.837499999999999,2.775,2005-03-20T00:00:00.000Z,G
280.75,0.1815,0.00925,8.76,1.475,2016-04-10T00:00:00.000Z,D
252.25,0.214,0.008,8.655,1.875,2014-02-23T00:00:00.000Z,D
235,0.008,0.004,8.71,4.3,2005-08-14T00:00:00.000Z,H
267,0.01425,0.002,8.625,1.425,2008-07-06T00:00:00.000Z,G
258,0.369,0.016,8.495000000000001,2.65,2015-03-08T00:00:00.000Z,G
302.25,0.0215,0.002,8.17,0.9625,2016-12-04T00:00:00.000Z,A
270.5,0.0055,0.002,8.68,1.4,2009-07-12T00:00:00.000Z,A
272.5,0.25725,0.081,8.2875,2.725,2010-02-01T00:00:00.000Z,D
303,0.005,0.0025,8.905,2.4,2018-05-06T00:00:00.000Z,G
272,0.008,0.002,8.72,2.2,2009-06-21T00:00:00.000Z,H
270.25,0.007,0.002,8.4025,1.1,2014-09-21T00:00:00.000Z,A
240,0.233,0.013,9.4,2.5,2013-05-19T00:00:00.000Z,H
252,0.037,0,8.4,3.3,2006-10-03T00:00:00.000Z,H
285.75,0.0685,0.0035,8.27,2.4,2009-11-29T00:00:00.000Z,G
269.5,0.1185,0.05325,8.275,1.35,2015-01-25T00:00:00.000Z,D
289,0.055,0.003,8.44,2.9,2002-09-01T00:00:00.000Z,H
274,0.002,0.00175,8.6425,1.725,2000-09-24T00:00:00.000Z,G
272.25,0.007,0.002,8.3,1.4,2020-10-18T00:00:00.000Z,D
268.75,0.23825000000000002,0.01625,,2.275,2010-04-11T00:00:00.000Z,D
255,0.16875,0.0275,8.68,2.325,2008-03-30T00:00:00.000Z,G
283.5,0.02,0.0022500000000000003,8.1425,1.475,2015-11-22T00:00:00.000Z,D
286,0.005,0.002,8.4525,1.8,2019-09-16T00:00:00.000Z,A
281,0.002,0.00125,8.535,1.9500000000000002,2001-08-13T00:00:00.000Z,A
272,0.119,0.005,8.22,4.2,2009-12-20T00:00:00.000Z,H
238.25,0.23049999999999998,0.00575,,7.525,2006-03-05T00:00:00.000Z,D
278,0.007,0.002,8.58,1.1,2010-09-05T00:00:00.000Z,H
242,0.09,0.0036,,3,2005-12-25T00:00:00.000Z,H
277,0.0095,0.002,8.355,1.3,2014-10-19T00:00:00.000Z,A
284.75,0.002,0.001,8.64,1.725,2002-08-11T00:00:00.000Z,G
234,0.17,0.015,8.39,3.1,2006-05-07T00:00:00.000Z,H
283,0.009,0.002,8.39,1.5,2019-08-25T00:00:00.000Z,H
268.5,,0.002,8.2975,1.0750000000000002,2020-08-30T00:00:00.000Z,G
310.25,0.046,0.011,8.0975,1.325,2018-01-14T00:00:00.000Z,G
302,0.03975,0.010499999999999999,8.9775,1.75,2018-04-15T00:00:00.000Z,G
224.25,0.17925,0.0135,8.9,3.45,2004-05-16T00:00:00.000Z,A
216.25,0.33875,0.0135,8.775,12.225,2004-03-21T00:00:00.000Z,G
263,,0.002,8.6875,1.525,2014-07-20T00:00:00.000Z,K
317,0.006,0.002,8.56,2,2018-08-26T00:00:00.000Z,H
248.25,0.001,0.001,8.64,2.3,2007-07-15T00:00:00.000Z,D
284.25,0.033,0.002,8.7225,1.4,2010-11-15T00:00:00.000Z,D
257,0.013,0.002,8.67,3.9,2007-10-14T00:00:00.000Z,H
250.25,0.00925,0.002,8.825,1.45,2013-09-01T00:00:00.000Z,A
222.75,0.1805,0.015475,8.525,3.9,2004-05-23T00:00:00.000Z,K
270.5,0.00775,0.002,8.535,1.225,2011-08-07T00:00:00.000Z,A
281.25,0.0205,0.0022500000000000003,8.5025,1.45,2008-12-15T00:00:00.000Z,D
271.5,0.023,0.002,8.49,1.975,2011-08-14T00:00:00.000Z,D
254,0.049,0,8.26,2.6,2006-12-03T00:00:00.000Z,H
305,0.00525,0.002,8.4875,1.5,2017-07-30T00:00:00.000Z,G
240.5,0.10175000000000001,0.01575,8.795,2.7,2003-08-03T00:00:00.000Z,G
248,0.092,0.018000000000000002,8.6175,3.6,2000-04-30T00:00:00.000Z,K
248,0.46875,0.018,8.7425,3.775,2003-04-27T00:00:00.000Z,D
262,0.09025,0.012,8.3775,1.75,2020-06-14T00:00:00.000Z,A
263.75,0.04725,0.005,8.407499999999999,2.1,2012-12-16T00:00:00.000Z,D
264.25,0.4665,0.017750000000000002,8.825,3.675,2020-03-15T00:00:00.000Z,TZ
325,0.01,0.002,8.5625,2.225,2018-11-18T00:00:00.000Z,D
242.5,0.36424999999999996,0.0032500000000000003,8.1,2.5,2004-01-25T00:00:00.000Z,G
268.5,0.127,0.01075,9.015,1.3,2011-06-12T00:00:00.000Z,A
284.5,0.002,0.00375,8.5725,3.675,2001-09-09T00:00:00.000Z,D
252,0.06,0.004,8,2.2,2006-12-31T00:00:00.000Z,H
251.33333333333334,0.5113333333333333,0.011000000000000001,7.973333333333334,1.3333333333333333,2013-02-03T00:00:00.000Z,A
252.5,0.01125,0.002,8.835,1.4,2013-10-27T00:00:00.000Z,A
287.75,0.003,0.0025,8.64,6.85,2001-10-21T00:00:00.000Z,D
275,0.002,0.0022500000000000003,8.52,1.925,2001-06-24T00:00:00.000Z,K
296,0.299,0.005,8.195,3.275,2017-01-31T00:00:00.000Z,D
270,0.37,0.01,8.68,7.8,2003-02-09T00:00:00.000Z,H
278.25,0.28625,0.015,8.3825,2.15,2016-03-07T00:00:00.000Z,A
252,0.073,0.031,7.44,2.2,2008-02-17T00:00:00.000Z,H
262.25,0.23550000000000001,0.017750000000000002,8.445,1.625,2015-04-26T00:00:00.000Z,A
259.25,0.006,0.002,8.9475,1.65,2012-08-05T00:00:00.000Z,D
284.75,0.04125,0.004,7.9975000000000005,1.1375,2015-12-14T00:00:00.000Z,D
239.5,0.217,0.01325,9.5325,1.8325,2013-05-12T00:00:00.000Z,D
288,0.005,0.002,8.495000000000001,1.4,2016-07-10T00:00:00.000Z,D
314,0.12,0.004,8.07,3.9,2019-01-13T00:00:00.000Z,H
255,0.01,0.002,8.53,2.8,2012-07-29T00:00:00.000Z,H
284.75,0.01375,0.002,8.780000000000001,2.375,2008-11-23T00:00:00.000Z,D
287,0.005,0.002,8.254999999999999,1.35,2019-08-11T00:00:00.000Z,D
221.25,0.37875000000000003,0.01425,8.85,3.65,2004-03-14T00:00:00.000Z,A
278.5,0.063,0.00375,8.135,1.525,2011-12-18T00:00:00.000Z,A
280,0.076,0.008,8.73,2.8,2002-06-02T00:00:00.000Z,H
293.25,0.043,0.003,8.717500000000001,2.175,2002-11-10T00:00:00.000Z,D
289,0.128,0.014,8.18,2.6,2003-01-05T00:00:00.000Z,H
305.25,0.005,0.002,8.379999999999999,2.425,2017-07-23T00:00:00.000Z,D
273.5,0.00525,0.002,8.614999999999998,1.425,2020-10-25T00:00:00.000Z,K
307.25,0.00775,0.002,8.09,1.275,2016-10-25T00:00:00.000Z,K
274,0.009,0.005,8.47,3.1,2000-11-19T00:00:00.000Z,H
262.25,0.00275,0.002,8.665,1.325,2007-11-05T00:00:00.000Z,A
266,,0.002,8.467500000000001,1.175,2014-08-03T00:00:00.000Z,A
266,0.042,0.01,8.72,3,2001-04-15T00:00:00.000Z,H
268.25,0.1305,0.01175,8.855,2.775,2009-05-03T00:00:00.000Z,K
250.5,0.1825,0.01475,9.4775,6.375,2012-04-29T00:00:00.000Z,D
258,0.023,0.004,7.99,2.1,2000-01-02T00:00:00.000Z,H
272.5,0.003,0.0025,8.5125,2.625,2000-11-05T00:00:00.000Z,G
157.25,1.2565000000000002,0.019,8.625,10.55,2004-02-29T00:00:00.000Z,G
247,0.06,0.008,8.8,2.8,2013-07-07T00:00:00.000Z,H
272.25,0.051,0.01525,8.3425,1.05,2015-01-04T00:00:00.000Z,A
286,0.013,0.0072499999999999995,8.7375,1.7,2016-06-05T00:00:00.000Z,A
320,0.023,0.002,8.5,4.2,2017-10-29T00:00:00.000Z,H
264,0.010499999999999999,0.002,8.3175,2.4749999999999996,2020-07-26T00:00:00.000Z,TZ
264,0.08,0.006,8.3,,2008-02-03T00:00:00.000Z,H
252,0.236,0.0085,8.4975,2.05,2014-02-23T00:00:00.000Z,A
279,0.09025,0.02425,8.22,1.65,2010-01-10T00:00:00.000Z,G
258.75,0.12575,0.0185,9.125,3.025,2008-05-04T00:00:00.000Z,D
268,,0.002,8.6575,1.5,2008-07-13T00:00:00.000Z,G
238.75,0.0535,0.0032500000000000003,8.475000000000001,2.625,2003-11-16T00:00:00.000Z,G
275.5,0.0195,0.002,8.504999999999999,1,2014-11-23T00:00:00.000Z,A
260,0.254,0.017,8.53,2.5,2015-04-19T00:00:00.000Z,H
237,0.0178,0.004,8.89,4.9,2004-10-24T00:00:00.000Z,H
278.5,0.0055,0.003,8.43,2.9,2001-07-29T00:00:00.000Z,D
310.25,0.00525,0.002,8.4925,1.425,2017-08-27T00:00:00.000Z,G
,,,8.04,,2018-01-28T00:00:00.000Z,H
263.25,0.043666666666666666,0.00675,8.46,3.3499999999999996,2020-06-28T00:00:00.000Z,D
270,0.068,0.021,8.5,1.5,2010-05-30T00:00:00.000Z,H
240.25,0.3695,0.00525,8.350000000000001,3.55,2004-02-08T00:00:00.000Z,D
308,0.041,0.002,8.17,2,2016-10-25T00:00:00.000Z,H
281.25,0.0755,0.008,8.165,1.59,2010-01-03T00:00:00.000Z,D
295,0.219,0.017,8.4,3.6,2017-04-18T00:00:00.000Z,H
239,0.28,0.008,8.25,2.4,2006-02-26T00:00:00.000Z,H
263.25,,0.002,8.495,1.3,2014-07-06T00:00:00.000Z,G
279.75,0.005,0.002,8.475000000000001,1.35,2015-08-23T00:00:00.000Z,D
317,0.006,0.002,8.5375,2.225,2017-11-26T00:00:00.000Z,D
264.75,0.00925,0.002,8.145,1.7999999999999998,2020-07-19T00:00:00.000Z,A
276,0.034,0.002,8.76,2.6,2008-12-07T00:00:00.000Z,H
295.25,0.29725,0.00825,8.3975,1.85,2017-02-12T00:00:00.000Z,A
264.25,0.069,0.011,8.645,1.7,2020-06-14T00:00:00.000Z,K
248.75,0.2895,0.0175,8.807500000000001,2.95,2000-03-19T00:00:00.000Z,G
284,0.1215,0.00775,8.557500000000001,1.25,2011-01-09T00:00:00.000Z,D
284.75,0.002,0.002,8.697500000000002,2.575,2002-07-21T00:00:00.000Z,D
228.75,0.013325,0.0032500000000000003,8.8675,2.6,2004-09-26T00:00:00.000Z,K
271.5,0.005,0.002,8.4025,1.475,2014-09-14T00:00:00.000Z,K
299.75,0.03475,0.0032500000000000003,8.17,2.125,2002-12-08T00:00:00.000Z,K
230.75,0.05745,0.0115,8.93,2.675,2005-05-22T00:00:00.000Z,A
259.75,0.0235,0.002,8.5225,1.175,2007-12-23T00:00:00.000Z,D
278.25,0.286,0.008749999999999999,8.1375,2.225,2016-01-31T00:00:00.000Z,A
242.5,0.15375,0.16075,8.165,2.5500000000000003,2006-01-29T00:00:00.000Z,D
270,0.018,0.002,8.55,1.6,2011-08-21T00:00:00.000Z,H
271.25,0.0235,0.0035,8.1375,1.3,2020-11-23T00:00:00.000Z,D
247.25,0.0022500000000000003,0,,1.825,2006-08-27T00:00:00.000Z,A
263.5,0.007,0.002,8.575,1.35,2014-07-13T00:00:00.000Z,A
292.5,0.03375,0.00275,8.305,1.525,2002-11-25T00:00:00.000Z,K
242.75,0.20400000000000001,0.012,9.467500000000001,1.675,2013-05-19T00:00:00.000Z,D
240.25,0.0345,0.0025,8.834999999999999,3.4250000000000003,2003-09-29T00:00:00.000Z,D
280.75,0.43775,0.023,8.235,3.475,2019-04-14T00:00:00.000Z,G
286.25,0.0935,0.00525,8.254999999999999,1.575,2019-12-22T00:00:00.000Z,G
261,0.12725,0.014,8.73,1.725,2020-06-07T00:00:00.000Z,A
248.25,0.033,0,,2.775,2006-09-10T00:00:00.000Z,D
289,0.0045000000000000005,0.003,8.74,2.225,2002-08-25T00:00:00.000Z,K
265.25,0.39575,0.014,8.835,5.825,2002-02-26T00:00:00.000Z,G
235,0.13,0.016,,4,2007-04-15T00:00:00.000Z,H
258,0.008,0.002,9.01,2.025,2012-08-12T00:00:00.000Z,K
243,0.03825,0.00275,8.217500000000001,2.125,2003-11-25T00:00:00.000Z,A
244.75,0.52125,0.02025,8.56,2.375,2013-03-10T00:00:00.000Z,A
298.5,0.005,0.002,8.1375,1.275,2016-09-11T00:00:00.000Z,D
269.75,0.005,0.002,8.6525,2.025,2015-06-28T00:00:00.000Z,D
274,0.025,0.012,8.56,3.1,2019-06-24T00:00:00.000Z,H
304,0.05075,0.01125,8.772499999999999,1.85,2018-04-08T00:00:00.000Z,D
246.25,0.14250000000000002,0.0195,8.6475,3.625,2007-03-25T00:00:00.000Z,A
292.25,0.025500000000000002,0.002,8.17,1.075,2019-11-18T00:00:00.000Z,A
260,,0.002,7.6,1.9,2020-09-06T00:00:00.000Z,H
295.25,0.00375,0.002,8.775,2.125,2002-10-13T00:00:00.000Z,G
288.75,0.3545,0.00675,8.3825,2.95,2003-02-02T00:00:00.000Z,G
278,0.025,0.002,8.47,1.6,2010-10-24T00:00:00.000Z,H
270,0.023,0.002,8.665,1.525,2011-07-31T00:00:00.000Z,A
232,0.023,0.004,8.85,4.5,2005-06-26T00:00:00.000Z,H
264.25,0.21625,0.01575,8.645,1.8,2015-04-26T00:00:00.000Z,K
268.5,,0.002,8.58,1.275,2014-08-03T00:00:00.000Z,K
238,0.1225,0.012750000000000001,8.675,2.05,2006-05-21T00:00:00.000Z,D
250,0.32325,0.02075,8.48,2.575,2000-03-12T00:00:00.000Z,A
260,0.061,0.003,8.43,3.7,2000-07-30T00:00:00.000Z,H
290.25,0.002,0.002,8.745000000000001,2.425,2002-08-04T00:00:00.000Z,D
247,0.088,0.027,8.28,3.3,2004-01-04T00:00:00.000Z,H
276.5,0.12025,0.09825,8.35,1.925,2012-01-29T00:00:00.000Z,A
264.25,0.244,0.0175,8.5625,1.525,2015-04-19T00:00:00.000Z,A
236.25,0.025500000000000002,0.002,8.8325,2.475,2005-07-17T00:00:00.000Z,D
281.75,0.024,0.002,8.025,1.4,2015-11-16T00:00:00.000Z,A
227.5,0.43,0.0225,8.219999999999999,3.525,2005-02-13T00:00:00.000Z,G
277,0.04,0.002,8.12,2,2011-10-30T00:00:00.000Z,H
287,0.046,0.002,8.41,1.7,2010-11-21T00:00:00.000Z,H
267,0.016,0.003,8.44,3.7,2000-08-29T00:00:00.000Z,H
283,0.05325,0.004,8.2675,1.05,2010-12-26T00:00:00.000Z,A
295,0.181,0.013,7.92,4.6,2018-03-18T00:00:00.000Z,H
248.75,0.43175,0.008,8.2625,2.025,2013-01-27T00:00:00.000Z,D
270.25,0.005,0.002,8.3,1.275,2014-09-14T00:00:00.000Z,A
284,0.031,0.002,8.62,4,2010-10-31T00:00:00.000Z,H
245,0.502,0.02,8.56,2.4,2013-03-10T00:00:00.000Z,H
320.5,0.0075,0.002,8.21,1.3,2017-10-29T00:00:00.000Z,A
270.75,0.00525,0.002,8.5375,1.4,2015-07-05T00:00:00.000Z,A
251,0.027,0.00475,8.9575,3.25,2012-06-24T00:00:00.000Z,G
297.25,0.30374999999999996,0.01025,8.1625,1.55,2017-02-19T00:00:00.000Z,A
248,0.183,0.013,,2.9,2007-02-04T00:00:00.000Z,H
268.25,0.007,0.0022500000000000003,8.49,1.1,2020-08-23T00:00:00.000Z,K
238,0.216,0.035,8.54,4.5,2003-06-29T00:00:00.000Z,H
232.25,0.31074999999999997,0.0135,8.645,2.275,2005-02-27T00:00:00.000Z,G
282.75,0.079,0.00575,8.23,1.125,2011-01-02T00:00:00.000Z,D
258,0.012,0.003,8.56,5.9,2000-06-18T00:00:00.000Z,H
275.75,0.0585,0.00875,8.9275,2.7750000000000004,2002-06-02T00:00:00.000Z,K
252,0.02475,0.0125,8.805,3.275,2000-05-21T00:00:00.000Z,A
248,0.001,0,,2.7,2006-08-27T00:00:00.000Z,H
280.25,0.106,0.0125,9.0525,3.975,2002-05-19T00:00:00.000Z,D
229,0.1486,0.014,8.6,3.4,2005-05-22T00:00:00.000Z,H
288.5,0.002,0.002,8.645,2.5,2001-10-14T00:00:00.000Z,G
261,,0.002,8.48,1.8,2007-12-09T00:00:00.000Z,H
269,0.031,0.002,8.42,2.8,2011-08-28T00:00:00.000Z,H
276,0.004,0.00275,8.575,2.625,2001-07-09T00:00:00.000Z,G
231,0.0594,0.003,8.78,4.6,2005-06-19T00:00:00.000Z,H
283.25,0.008749999999999999,0.002,8.5425,1.475,2008-12-07T00:00:00.000Z,K
264,0.037,0.0095,8.37,3.3,2015-06-08T00:00:00.000Z,H
242,0.004,0.005,8.85,6,2005-08-28T00:00:00.000Z,H
280,0.00625,0.002,8.73,1.65,2019-07-14T00:00:00.000Z,G
276.75,0.08925,0.009,8.3225,1.65,2012-01-08T00:00:00.000Z,D
272,0.046,0.002,7.35,3.1,2020-11-15T00:00:00.000Z,H
284,0.007,0.002,8.7875,1.05,2010-10-24T00:00:00.000Z,K
255,0.289,0.006,8.55,2.5,2014-02-04T00:00:00.000Z,H
297,0.03325,0.00375,8.0725,1.8,2002-12-08T00:00:00.000Z,A
273.75,0.0095,0.002,8.44,1.55,2014-10-19T00:00:00.000Z,G
265.75,0.11525,0.0115,8.85,1.25,2015-05-17T00:00:00.000Z,A
303,0.005,0.002,8.49,2.2,2018-06-03T00:00:00.000Z,H
300,0.068,0.005,8.35,3,2002-12-15T00:00:00.000Z,H
293,0.08349999999999999,0.0055,8.217500000000001,1.45,2019-12-22T00:00:00.000Z,TZ
280.25,0.09575,0.007,8.125,0.725,2011-02-06T00:00:00.000Z,A
236,0.222,0.017,,3.4,2006-04-02T00:00:00.000Z,H
276,0.28425,0.0115,8.29,2.675,2009-03-01T00:00:00.000Z,G
269.5,0.14475,0.041999999999999996,8.5175,2.075,2001-02-25T00:00:00.000Z,D
249,0.017,0.002,8.56,2,2013-08-25T00:00:00.000Z,H
250.75,0.275,0.00825,8.2625,1.025,2014-02-16T00:00:00.000Z,A
282.75,0.0045000000000000005,0.00175,8.772499999999999,1.725,2002-07-07T00:00:00.000Z,A
283.25,0.052,0.004,8.0475,1.675,2015-12-20T00:00:00.000Z,G
323.25,0.01,0.002,8.49,2,2018-10-21T00:00:00.000Z,D
237.75,0.09025,0.01175,8.82225,2.925,2003-08-10T00:00:00.000Z,D
277.25,0.00775,0.002,8.4875,1.15,2015-09-06T00:00:00.000Z,A
271,0.00725,0.002,8.684999999999999,1.575,2009-06-28T00:00:00.000Z,D
249.5,0.012,0.002,8.7275,1.275,2013-10-13T00:00:00.000Z,A
291.5,0.01375,0.0025,8.05,1.85,2001-12-09T00:00:00.000Z,A
268.75,0.34450000000000003,0.00725,8.317499999999999,5.4,2016-02-14T00:00:00.000Z,G
270.5,0.002,0.001,8.5475,2.75,2000-10-29T00:00:00.000Z,D
254,0.0125,0,,2.2,2006-11-12T00:00:00.000Z,D
256,0.217,0.042,8.92,1.9,2008-03-16T00:00:00.000Z,H
274,,0.002,8.53,1.9,2008-08-24T00:00:00.000Z,H
253.5,0.2565,0.11275,8.2375,0.8875,2013-01-15T00:00:00.000Z,A
259,0.007,0.002,,2.2,2014-05-25T00:00:00.000Z,H
292.75,0.0435,0.003,8.135,1.225,2019-12-01T00:00:00.000Z,D
272,0.045,0.003,8.05,2.6,2020-12-06T00:00:00.000Z,H
249.5,0.01925,0.005,8.9,1.775,2013-07-21T00:00:00.000Z,G
261,0.065,0.016,8.06,4.4,2000-01-16T00:00:00.000Z,H
237.25,0.18925,0.021249999999999998,8.6675,3.15,2006-03-26T00:00:00.000Z,G
292.5,0.03675,0.0025,8.1525,2.075,2001-12-09T00:00:00.000Z,K
293.5,0.02375,0.0025,8.0625,1.0125,2019-12-08T00:00:00.000Z,A
292,0.092,0.004,8.03,1.5,2019-12-08T00:00:00.000Z,H
317.75,0.027,0.002,8.2425,1.6,2018-08-19T00:00:00.000Z,A
295.75,0.2725,0.018,8.525,2.625,2017-03-20T00:00:00.000Z,A
292,0.006,0.003,8.65,3.2,2002-10-20T00:00:00.000Z,H
250.75,0.0445,0.0405,8.4625,1.55,2014-01-12T00:00:00.000Z,D
268.75,0.0075,0.002,8.967500000000001,1.45,2009-06-14T00:00:00.000Z,G
223.5,0.22125,0.01975,8.674999999999999,3.2,2004-05-23T00:00:00.000Z,A
322.75,0.03225,0.002,8.48,2.325,2018-12-23T00:00:00.000Z,D
301.8333333333333,0.011999999999999999,0.005833333333333334,8.790000000000001,3.25,2018-04-29T00:00:00.000Z,A
234,0.01225,0.0032500000000000003,8.6,2.5,2004-08-22T00:00:00.000Z,A
254.25,0.29275,0.006500000000000001,8.5175,1.95,2014-02-04T00:00:00.000Z,D
256.5,0.06825,0.11625,8.2975,1.35,2008-02-24T00:00:00.000Z,A
272.5,0.0115,0.002,9.015,1.8,2008-08-03T00:00:00.000Z,G
275.75,0.002,0.0032500000000000003,8.545,2.3,2001-06-24T00:00:00.000Z,A
286.5,0.04475,0.006500000000000001,8.295,1.775,2002-12-29T00:00:00.000Z,D
254,0.024,0.002,9,1.5,2013-11-10T00:00:00.000Z,H
256.75,0.06325,0.04425,8.65,1.275,2008-02-17T00:00:00.000Z,A
239.75,0.007,0.004,8.7725,5.35,2005-08-28T00:00:00.000Z,D
245.5,0.1125,0.02175,,3.275,2007-03-18T00:00:00.000Z,A
269,0.016,0.002,8.39,2.3,2008-07-06T00:00:00.000Z,H
250.5,0.27375000000000005,0.00825,8.5075,1.275,2014-02-16T00:00:00.000Z,K
301.75,0.06475,0.00425,7.535,2.1,2016-12-18T00:00:00.000Z,G
233.5,0,0.0025,8.85,3.325,2004-09-19T00:00:00.000Z,D
315.75,0.0275,0.012,8.25,1.85,2018-01-14T00:00:00.000Z,D
250,0.023,0.002,8.83,2,2013-10-27T00:00:00.000Z,H
241.5,0.40299999999999997,0.02,9.045,3.975,2003-05-11T00:00:00.000Z,A
254.5,0.09475,0.015,8.64,3.875,2012-12-23T00:00:00.000Z,G
263,0.005,0.002,8.4575,1.15,2014-07-20T00:00:00.000Z,A
250.25,0.28525,0.007,8.5625,2.5,2014-02-04T00:00:00.000Z,A
260,0.003,0.0022500000000000003,,1.4,2014-05-25T00:00:00.000Z,K
265.25,0.00875,0.002,8.165000000000001,1.475,2020-08-23T00:00:00.000Z,A
253,0.014,0,,2.3,2006-10-15T00:00:00.000Z,H
277,0.07050000000000001,0.004,8.105,2.25,2011-12-25T00:00:00.000Z,G
269.75,0.38975000000000004,0.01825,8.385,1.9,2011-03-13T00:00:00.000Z,G
243,0.07625,0.0305,,1.9249999999999998,2006-01-22T00:00:00.000Z,A
272.25,0.005333333333333333,0.002,8.657499999999999,1.325,2009-07-12T00:00:00.000Z,G
311,0.1325,0.0925,8.275,2.1750000000000003,2019-01-27T00:00:00.000Z,K
274.75,0.007,0.002,8.65,1.15,2010-08-15T00:00:00.000Z,G
262,0.196,0.045,8.13,2.6,2020-05-24T00:00:00.000Z,H
224,0.259,0.011,8.84,3.3,2005-04-03T00:00:00.000Z,H
283,0.005,0.002,8.790000000000001,1.7000000000000002,2009-09-29T00:00:00.000Z,A
263,0.082,0.064,8.3,2.6,2012-12-30T00:00:00.000Z,H
304.25,0.0045000000000000005,0.0022500000000000003,8.58,2.9,2018-05-06T00:00:00.000Z,A
306,0.005,0.002,8.43,2,2017-08-14T00:00:00.000Z,H
271.5,0.017,0.002,8.5325,1.325,2010-07-18T00:00:00.000Z,G
271.25,0.023,0.0022500000000000003,8.3975,1.2,2020-12-06T00:00:00.000Z,K
269.25,0.006,0.002,8.5475,1.5,2014-08-10T00:00:00.000Z,G
272,,0.002,8.4725,1.15,2014-09-21T00:00:00.000Z,G
236.25,0.27575,0.0365,8.635,2.625,2003-06-29T00:00:00.000Z,A
272.75,0.0085,0.002,8.6225,1.65,2009-07-26T00:00:00.000Z,A
275.75,0.005,0.002,8.504999999999999,1.0875,2010-08-08T00:00:00.000Z,G
240,0.459,0.003,8.31,3.2,2013-01-15T00:00:00.000Z,H
275,0.173,0.034,8.1,4.7,2019-06-02T00:00:00.000Z,H
269,0.005,0.002,8.57,2.6,2015-07-05T00:00:00.000Z,H
295.25,0.02025,0.008,8.7475,2.075,2017-05-21T00:00:00.000Z,G
298.75,0.27875000000000005,0.008,8.3825,2.675,2017-02-12T00:00:00.000Z,K
251.5,0.19975,0.01,9.2275,2.3,2014-03-17T00:00:00.000Z,K
304.25,0.005,0.002,8.5925,1.3,2018-06-03T00:00:00.000Z,K
240,0.04445,0.0035,8.2475,2.275,2004-12-05T00:00:00.000Z,D
249,0.071,0.009,9.3,3.1,2012-06-10T00:00:00.000Z,H
232,0.00625,0.003,8.6,2.825,2004-08-22T00:00:00.000Z,D
260,0.151,0.014,8.61,3.9,2020-05-31T00:00:00.000Z,H
241,0.1965,0.02725,8.53,3.125,2003-06-29T00:00:00.000Z,D
271,0.057,0.004,8.34,2,2014-12-07T00:00:00.000Z,H
293,0.057,0.011,8.08,2.8,2001-12-30T00:00:00.000Z,H
277.75,0.06375,0.004,8.165,1.45,2011-12-18T00:00:00.000Z,K
254,0.0022500000000000003,0.0022500000000000003,8.86,1.5,2007-08-26T00:00:00.000Z,A
237,0.62875,0.01825,8.5425,4.225,2019-04-28T00:00:00.000Z,G
263.75,0.0075,0.002,8.4575,1.875,2020-07-26T00:00:00.000Z,G
240.5,0.228,0.0285,8.975,2.3,2003-07-06T00:00:00.000Z,K
257.75,0.002,0.0022500000000000003,8.467500000000001,3.175,2000-06-25T00:00:00.000Z,K
230.25,0.274,0.010249999999999999,8.795,2.775,2005-04-03T00:00:00.000Z,D
305,0.01975,0.002,7.9075,1.2999999999999998,2016-10-30T00:00:00.000Z,D
266,0.007,0.002,9.1675,1.825,2012-10-21T00:00:00.000Z,A
267.25,0.14925,0.01975,8.545,1.875,2001-03-25T00:00:00.000Z,D
261.5,0.19874999999999998,0.0115,8.7775,1.55,2015-05-10T00:00:00.000Z,K
280.75,,,8.195,1.425,2009-01-05T00:00:00.000Z,D
265.75,0.005,0.002,9.145,2.05,2012-10-21T00:00:00.000Z,G
278,0.002,0.003,8.76,3.5,2002-07-21T00:00:00.000Z,H
280.5,0.0865,0.0045000000000000005,8.325,1.6,2010-12-19T00:00:00.000Z,G
224,0.323,0.014499999999999999,9.225000000000001,3.95,2004-04-13T00:00:00.000Z,A
229,0.0199,0.002,8.71,3.7,2004-09-12T00:00:00.000Z,H
233,0.052,0.003,8.85,4.5,2005-07-17T00:00:00.000Z,H
270.25,,0.002,8.565,1.775,2008-07-27T00:00:00.000Z,D
269,0.13625,0.1005,8.2275,1.675,2015-02-01T00:00:00.000Z,A
282.5,0.053,0.00375,8.2125,1.1,2010-12-19T00:00:00.000Z,A
305.25,0.005,0.002,8.370000000000001,1.45,2016-10-09T00:00:00.000Z,A
264,0.002,0.003,8.45,3.7,2000-07-23T00:00:00.000Z,H
303.25,0.00875,0.002,8.3475,1.25,2016-09-18T00:00:00.000Z,G
250.25,0.003,0.001,,2.1,2007-07-08T00:00:00.000Z,A
279,0.013,0.002,8.34,2.4,2009-08-23T00:00:00.000Z,H
278,0.002,0.002,8.32,3.4,2001-07-15T00:00:00.000Z,H
